Time(Iteration),CLCB_Attack
0,502
1,780
2,957
3,1072
4,1150
5,1205
6,1241
7,1267
8,1286
9,1296
10,1306
11,1311
12,1316
13,1323
14,1330
15,1334
16,1339
17,1345
18,1349
19,1353
20,1361
21,1367
22,1372
23,1375
24,1378
25,1382
26,1388
27,1396
28,1404
29,1411
30,1416
31,1419
32,1424
33,1428
34,1429
35,1429
36,1429
37,1430
38,1431
39,1431
40,1432
41,1434
42,1437
43,1440
44,1443
45,1445
46,1446
47,1447
48,1449
49,1453
50,1454
51,1456
52,1458
53,1461
54,1462
55,1465
56,1468
57,1469
58,1469
59,1470
60,1472
61,1475
62,1480
63,1484
64,1485
65,1487
66,1488
67,1488
68,1489
69,1489
70,1489
71,1490
72,1490
73,1490
74,1490
75,1491
76,1493
77,1496
78,1497
79,1498
80,1498
81,1499
82,1500
83,1500
84,1500
85,1500
86,1501
87,1503
88,1504
89,1506
90,1507
91,1508
92,1510
93,1512
94,1515
95,1516
96,1517
97,1518
98,1518
99,1519
100,1519
101,1519
102,1519
103,1519
104,1519
105,1520
106,1521
107,1521
108,1521
109,1523
110,1526
111,1526
112,1528
113,1529
114,1529
115,1529
116,1529
117,1529
118,1529
119,1530
120,1532
121,1534
122,1535
123,1536
124,1536
125,1537
126,1538
127,1539
128,1541
129,1543
130,1547
131,1549
132,1550
133,1551
134,1552
135,1552
136,1552
137,1552
138,1552
139,1552
140,1552
141,1553
142,1555
143,1555
144,1555
145,1555
146,1555
147,1555
148,1555
149,1555
150,1555
151,1555
152,1555
153,1555
154,1555
155,1555
156,1555
157,1555
158,1555
159,1555
160,1555
161,1555
162,1555
163,1555
164,1555
165,1556
166,1556
167,1556
168,1556
169,1556
170,1556
171,1556
172,1556
173,1556
174,1556
175,1556
176,1556
177,1556
178,1556
179,1557
180,1557
181,1557
182,1557
183,1557
184,1557
185,1557
186,1557
187,1557
188,1557
189,1558
190,1558
191,1558
192,1558
193,1558
194,1558
195,1559
196,1561
197,1563
198,1565
199,1566
200,1566
201,1567
202,1567
203,1567
204,1567
205,1567
206,1567
207,1567
208,1567
209,1567
210,1567
211,1567
212,1567
213,1568
214,1568
215,1568
216,1568
217,1568
218,1569
219,1570
220,1571
221,1572
222,1573
223,1574
224,1574
225,1574
226,1574
227,1574
228,1574
229,1574
230,1574
231,1574
232,1574
233,1574
234,1574
235,1574
236,1574
237,1574
238,1574
239,1574
240,1575
241,1575
242,1575
243,1575
244,1575
245,1575
246,1575
247,1575
248,1575
249,1575
250,1576
251,1577
252,1577
253,1577
254,1577
255,1578
256,1579
257,1580
258,1582
259,1583
260,1583
261,1583
262,1584
263,1585
264,1587
265,1588
266,1589
267,1589
268,1589
269,1589
270,1589
271,1590
272,1591
273,1592
274,1592
275,1592
276,1592
277,1592
278,1592
279,1592
280,1592
281,1592
282,1592
283,1592
284,1592
285,1593
286,1594
287,1595
288,1596
289,1598
290,1600
291,1602
292,1603
293,1603
294,1603
295,1603
296,1603
297,1603
298,1603
299,1603
300,1604
301,1606
302,1607
303,1608
304,1609
305,1609
306,1609
307,1609
308,1609
309,1609
310,1609
311,1609
312,1609
313,1609
314,1609
315,1609
316,1609
317,1609
318,1609
319,1609
320,1609
321,1609
322,1609
323,1609
324,1609
325,1609
326,1609
327,1609
328,1609
329,1609
330,1609
331,1609
332,1609
333,1609
334,1609
335,1609
336,1609
337,1609
338,1609
339,1609
340,1609
341,1609
342,1609
343,1609
344,1609
345,1609
346,1609
347,1609
