Time(Iteration),CLCB_Attack
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,3
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,4
60,4
61,4
62,4
63,4
64,4
65,4
66,4
67,4
68,4
69,4
70,4
71,4
72,5
73,6
74,7
75,7
76,8
77,8
78,9
79,10
80,10
81,10
82,10
83,10
84,10
85,11
86,12
87,12
88,12
89,12
90,12
91,13
92,14
93,14
94,15
95,16
96,17
97,18
98,19
99,20
100,21
101,22
102,22
103,22
104,22
105,22
106,22
107,22
108,22
109,22
110,23
111,24
112,25
113,26
114,27
115,28
116,29
117,29
118,30
119,30
120,30
121,30
122,30
123,30
124,31
125,32
126,33
127,34
128,35
129,36
130,36
131,36
132,36
133,36
134,36
135,37
136,37
137,37
138,37
139,37
140,38
141,39
142,39
143,40
144,41
145,42
146,43
147,44
148,45
149,46
150,47
151,47
152,47
153,47
154,47
155,47
156,47
157,47
158,47
159,47
160,47
161,48
162,48
163,48
164,48
165,49
166,49
167,49
168,50
169,51
170,52
171,53
172,54
173,55
174,56
175,57
176,58
177,59
178,60
179,61
180,62
181,63
182,64
183,65
184,66
185,67
186,67
187,68
188,68
189,69
190,70
191,70
192,71
193,72
194,73
195,74
196,75
197,76
198,77
199,78
200,78
201,78
202,79
203,80
204,81
205,82
206,83
207,84
208,85
209,86
210,86
211,86
212,87
213,88
214,89
215,90
216,91
217,91
218,92
219,93
220,94
221,95
222,96
223,97
224,98
225,98
226,99
227,99
228,100
229,101
230,102
231,103
232,104
233,105
234,106
235,107
236,108
237,109
238,110
239,111
240,112
241,113
242,114
243,115
244,116
245,117
246,118
247,119
248,119
249,119
250,119
251,119
252,120
253,121
254,122
255,123
256,124
257,125
258,126
259,127
260,127
261,128
262,129
263,130
264,130
265,130
266,130
267,130
268,130
269,130
270,131
271,132
272,133
273,134
274,135
275,135
276,135
277,136
278,137
279,138
280,139
281,140
282,141
283,142
284,142
285,142
286,142
287,142
288,142
289,143
290,143
291,144
292,145
293,146
294,147
295,148
296,149
297,150
298,151
299,152
300,153
301,154
302,155
303,156
304,157
305,157
306,157
307,158
308,159
309,160
310,161
311,162
312,163
313,164
314,165
315,166
316,167
317,168
318,169
319,170
320,171
321,172
322,173
323,174
324,175
325,176
326,177
327,178
328,179
329,180
330,181
331,182
332,183
333,184
334,185
335,186
336,186
337,186
338,187
339,188
340,189
341,190
342,191
343,192
344,192
345,192
346,193
347,194
348,195
349,196
350,197
351,198
352,199
353,200
354,201
355,202
356,203
357,204
358,205
359,206
360,206
361,207
362,208
363,209
364,210
365,211
366,211
367,211
368,212
369,213
370,214
371,215
372,216
373,217
374,218
375,219
376,220
377,221
378,222
379,223
380,224
381,225
382,226
383,227
384,228
385,229
386,230
387,231
388,232
389,233
390,234
391,235
392,236
393,237
394,238
395,239
396,240
397,241
398,242
399,243
400,244
401,245
402,246
403,247
404,248
405,249
406,250
407,251
408,252
409,253
410,254
411,255
412,256
413,257
414,258
415,259
416,260
417,261
418,262
419,263
420,264
421,265
422,266
423,267
424,268
425,269
426,270
427,271
428,272
429,273
430,274
431,275
432,276
433,277
434,278
435,279
436,280
437,281
438,282
439,283
440,284
441,285
442,286
443,287
444,288
445,289
446,290
447,291
448,292
449,293
450,294
451,295
452,296
453,297
454,298
455,299
456,300
457,301
458,302
459,303
460,304
461,305
462,306
463,307
464,308
465,309
466,310
467,311
468,312
469,313
470,314
471,315
472,316
473,317
474,318
475,319
476,320
477,321
478,322
479,323
480,324
481,325
482,326
483,327
484,328
485,329
486,330
487,331
488,332
489,333
490,334
491,335
492,336
493,337
494,338
495,339
496,340
497,341
498,341
499,341
500,342
501,343
502,344
503,345
504,346
505,347
506,348
507,349
508,350
509,351
510,352
511,353
512,354
513,355
514,356
515,357
516,358
517,359
518,360
519,361
520,362
521,363
522,364
523,365
524,366
525,367
526,368
527,369
528,370
529,371
