Time(Iteration),CascadeUCB-V-Attack,CascadeUCB1-Attack,CascadeKLUCB-Attack
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,1,0
25,0,1,0
26,0,1,0
27,0,1,0
28,0,1,0
29,0,1,0
30,0,1,0
31,0,2,0
32,0,2,0
33,0,2,0
34,0,2,0
35,0,2,0
36,0,2,0
37,0,2,0
38,0,2,0
39,0,2,0
40,0,2,0
41,0,2,0
42,0,2,0
43,0,2,0
44,0,2,0
45,0,2,0
46,0,2,0
47,0,2,0
48,0,2,0
49,0,2,0
50,0,2,0
51,0,2,0
52,0,2,0
53,0,2,0
54,0,2,0
55,0,2,0
56,0,2,0
57,0,2,0
58,0,2,0
59,0,2,0
60,0,2,0
61,0,2,0
62,0,2,0
63,0,2,0
64,0,2,0
65,0,2,0
66,0,2,0
67,0,2,0
68,0,2,0
69,0,2,0
70,0,2,0
71,0,2,0
72,0,2,0
73,0,2,0
74,0,2,0
75,0,2,0
76,0,2,0
77,0,2,0
78,0,2,0
79,0,2,0
80,0,2,0
81,0,2,0
82,0,2,0
83,0,2,0
84,0,2,0
85,0,2,0
86,0,2,0
87,0,2,0
88,0,2,0
89,0,2,0
90,0,2,0
91,0,2,0
92,0,2,0
93,0,2,0
94,0,2,0
95,0,2,0
96,1,2,0
97,2,2,0
98,3,2,0
99,4,2,0
100,5,2,0
101,6,2,0
102,7,2,0
103,8,2,0
104,9,2,0
105,10,2,0
106,10,2,0
107,10,2,0
108,10,2,0
109,10,2,0
110,11,2,0
111,12,2,0
112,12,2,0
113,12,2,0
114,12,2,0
115,12,2,0
116,12,2,0
117,12,2,0
118,12,2,0
119,13,2,0
120,13,2,0
121,13,2,0
122,13,2,0
123,13,2,0
124,13,2,0
125,13,2,0
126,13,2,0
127,13,2,0
128,13,2,0
129,13,2,0
130,13,2,0
131,13,2,0
132,13,2,0
133,13,2,0
134,13,2,0
135,13,2,0
136,13,2,0
137,13,2,0
138,13,2,0
139,13,2,0
140,13,2,0
141,13,2,0
142,13,2,0
143,13,2,0
144,13,2,0
145,13,2,0
146,13,2,0
147,13,2,0
148,13,2,0
149,13,2,0
150,13,2,0
151,13,2,0
152,13,2,0
153,13,2,0
154,13,2,0
155,13,2,0
156,13,2,0
157,13,2,0
158,13,2,0
159,13,2,0
160,13,2,0
161,13,2,0
162,13,2,0
163,13,2,0
164,13,2,0
165,13,2,0
166,13,2,0
167,13,2,0
168,13,2,0
169,13,2,0
170,13,2,0
171,13,2,0
172,13,2,0
173,13,2,0
174,13,2,0
175,13,2,0
176,13,2,0
177,13,2,0
178,13,2,0
179,13,2,0
180,13,2,0
181,13,2,0
182,13,2,0
183,13,2,0
184,13,2,0
185,13,2,0
186,13,2,0
187,13,2,0
188,13,2,0
189,13,2,0
190,13,2,0
191,13,2,0
192,13,2,0
193,13,2,0
194,13,2,0
195,13,2,0
196,13,2,0
197,13,2,0
198,13,2,0
199,13,2,0
200,13,2,0
201,13,2,0
202,13,2,0
203,13,2,0
204,13,2,0
205,13,2,0
206,13,2,0
207,13,2,0
208,13,2,0
209,13,2,0
210,13,2,0
211,13,2,0
212,13,2,0
213,13,2,0
214,13,2,0
215,13,2,0
216,13,2,0
217,13,2,0
218,13,2,0
219,13,2,0
220,13,2,0
221,13,2,0
222,13,2,0
223,13,2,0
224,13,2,0
225,13,2,0
226,13,2,0
227,13,2,0
228,13,2,0
