Time(Iteration),CascadeUCB-V-Attack,CascadeUCB1-Attack,CascadeKLUCB-Attack
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,1
66,0,0,1
67,0,0,1
68,0,0,1
69,0,0,1
70,0,0,1
71,0,0,1
72,0,0,1
73,0,0,1
74,0,0,1
75,0,0,1
76,0,0,1
77,0,0,1
78,0,0,1
79,0,0,1
80,0,0,1
81,0,0,1
82,0,0,1
83,0,0,1
84,0,0,1
85,0,0,1
86,0,0,1
87,1,0,1
88,2,0,1
89,3,0,1
90,3,0,1
91,3,0,1
92,3,0,1
93,4,0,1
94,5,0,1
95,6,0,1
96,7,0,1
97,8,0,1
98,9,0,1
99,10,0,1
100,11,0,1
101,12,0,1
102,13,0,1
103,14,0,1
104,14,0,1
105,14,0,1
106,14,0,1
107,14,0,1
108,14,0,1
109,14,0,1
110,14,0,1
111,14,0,1
112,14,0,1
113,14,0,1
114,14,0,1
115,14,0,1
116,14,0,1
117,14,0,1
118,14,0,1
119,14,0,1
120,14,0,1
121,14,0,1
122,14,0,1
123,14,0,1
124,14,0,1
125,14,0,1
126,14,0,1
127,14,0,1
128,14,0,1
129,14,0,1
130,14,0,1
131,14,0,1
132,14,0,1
133,14,0,1
134,14,0,1
135,14,0,1
136,14,0,1
137,14,0,1
138,14,0,1
139,14,0,1
140,14,0,1
141,14,0,1
142,14,0,1
143,14,0,1
144,14,0,1
145,14,0,1
146,14,0,1
147,14,0,1
148,14,0,1
149,14,0,1
150,14,0,1
151,14,0,1
152,14,0,1
153,14,0,1
154,14,0,1
155,14,0,1
156,14,0,1
157,14,0,1
158,14,0,1
159,14,0,1
160,14,0,1
161,14,0,1
162,14,0,1
163,14,0,1
164,14,0,1
165,14,0,1
166,14,0,1
167,14,0,1
168,14,0,1
169,14,0,1
170,14,0,1
171,14,0,1
172,14,0,1
173,14,0,1
174,14,0,1
175,14,0,1
176,14,0,1
177,14,0,1
178,14,0,1
179,14,0,1
180,14,0,1
181,14,0,1
182,14,0,1
183,14,0,1
184,14,0,1
185,14,0,1
186,14,0,1
187,14,0,1
188,14,0,1
189,14,0,1
190,14,0,1
191,14,0,1
192,14,0,1
193,14,0,1
194,14,0,1
195,14,0,1
196,14,0,1
197,14,0,1
198,14,0,1
199,14,0,1
200,14,0,1
201,14,0,1
202,14,0,1
203,14,0,1
204,14,0,1
205,14,0,1
206,14,0,1
207,14,0,1
208,14,0,1
209,14,0,1
210,14,0,1
211,14,0,1
212,14,0,1
213,14,0,1
214,14,0,2
215,14,0,2
216,14,0,2
217,14,0,2
218,14,0,2
219,14,0,2
220,14,0,2
221,14,0,2
222,14,0,2
223,14,0,2
224,14,0,2
225,14,0,2
226,14,0,2
227,14,0,2
228,14,0,2
