Time(Iteration),CascadeUCB-V-Attack,CascadeUCB1-Attack,CascadeKLUCB-Attack
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,0
5,0,1,0
6,0,1,0
7,0,1,0
8,0,1,0
9,0,1,0
10,0,1,0
11,0,1,0
12,0,1,0
13,0,1,0
14,0,1,0
15,0,1,0
16,0,1,0
17,0,1,0
18,0,1,0
19,0,1,0
20,0,1,0
21,0,1,0
22,0,1,0
23,0,1,0
24,0,1,0
25,0,1,0
26,0,1,0
27,0,1,0
28,0,1,0
29,0,1,0
30,0,1,0
31,0,1,0
32,0,1,0
33,0,1,0
34,0,1,0
35,0,1,0
36,0,1,0
37,0,1,0
38,0,1,0
39,0,1,0
40,0,1,0
41,0,1,0
42,0,1,0
43,0,1,0
44,0,1,0
45,0,1,0
46,0,1,0
47,0,1,0
48,0,1,0
49,0,1,0
50,0,1,0
51,0,1,0
52,0,1,0
53,0,1,0
54,0,1,0
55,0,1,0
56,0,1,0
57,0,1,0
58,0,1,0
59,0,1,0
60,0,1,0
61,0,1,0
62,0,1,0
63,0,1,0
64,0,1,0
65,0,1,0
66,0,1,0
67,0,1,0
68,0,2,0
69,0,2,0
70,0,2,0
71,0,2,0
72,0,2,0
73,0,2,0
74,0,2,0
75,0,2,0
76,0,2,0
77,0,2,0
78,0,2,0
79,0,2,0
80,0,2,0
81,0,2,0
82,0,2,0
83,0,2,0
84,0,2,0
85,0,2,0
86,0,2,0
87,0,2,0
88,0,2,0
89,0,2,0
90,0,2,0
91,0,2,0
92,0,2,0
93,0,2,0
94,0,2,0
95,0,2,0
96,0,2,0
97,0,2,0
98,0,2,0
99,0,2,0
100,0,2,0
101,0,2,0
102,0,2,0
103,0,2,0
104,0,2,0
105,0,2,0
106,0,2,0
107,0,2,0
108,0,2,0
109,0,2,0
110,0,2,0
111,0,2,0
112,0,2,0
113,0,2,0
114,0,2,0
115,0,2,0
116,0,2,0
117,0,2,0
118,0,2,0
119,0,2,0
120,0,2,0
121,0,2,0
122,0,2,0
123,0,2,0
124,0,2,0
125,0,2,0
126,0,2,0
127,0,2,0
128,0,2,0
129,0,2,0
130,0,2,0
131,0,2,0
132,0,2,0
133,0,2,0
134,0,2,0
135,0,2,0
136,0,2,0
137,0,2,0
138,0,2,0
139,0,2,0
140,0,2,0
141,0,2,0
142,0,2,0
143,0,2,0
144,0,2,0
145,0,2,0
146,0,2,0
147,0,2,0
148,0,2,0
149,0,2,0
150,0,2,0
151,0,2,0
152,0,2,0
153,0,2,0
154,0,2,0
155,0,2,0
156,0,2,0
157,0,2,0
158,0,2,0
159,0,2,0
160,0,2,0
161,0,2,0
162,1,2,0
163,2,2,0
164,3,2,0
165,4,2,0
166,5,2,0
167,5,2,0
168,5,2,0
169,5,2,0
170,5,2,0
171,5,2,0
172,5,2,0
173,5,2,0
174,5,2,0
175,5,2,0
176,5,2,0
177,5,2,0
178,5,2,0
179,5,2,0
180,5,2,0
181,5,2,0
182,5,2,0
183,5,2,0
184,5,2,0
185,5,2,0
186,5,2,0
187,5,2,0
188,5,2,0
189,5,2,0
190,5,2,0
191,5,2,0
192,5,2,0
193,5,2,0
194,5,2,0
195,5,2,0
196,5,2,0
197,5,2,0
198,5,2,0
199,5,2,0
200,5,2,0
201,5,2,0
202,5,2,0
203,5,2,0
204,5,2,0
205,5,2,0
206,5,2,0
207,5,2,0
208,5,2,0
209,5,2,0
210,5,2,0
211,5,2,0
212,5,2,0
213,5,2,0
214,5,2,0
215,5,2,0
216,5,2,0
217,5,2,0
218,5,2,0
219,5,2,0
220,5,2,0
221,5,2,0
222,5,2,0
223,5,2,0
224,5,2,0
225,5,2,0
226,5,2,0
227,5,2,0
228,5,2,0
